期次|开奖号码||||
150809065|5|5|9|4|1
150809066|1|9|6|8|1
150809067|4|7|8|9|1
150809068|2|3|3|3|7
150809069|1|8|1|8|6
150809070|1|3|8|7|0
150809071|0|4|9|1|9
150809072|8|1|9|6|0
150809073|9|0|2|2|3
150809074|6|4|9|9|4
150809075|3|2|6|9|8
150809076|6|4|4|8|8
150809077|4|4|3|7|8
150809078|4|7|5|7|9
150809079|5|5|4|0|3
150809080|8|0|5|8|2
150809081|7|8|4|4|8
150809082|8|7|4|3|1
150809083|0|4|6|0|1
150809084|3|7|4|1|7
150809085|9|1|0|2|8
150809086|4|1|4|2|3
150809087|7|2|0|7|1
150809088|7|5|1|7|0
150809089|5|4|5|9|2
150809090|2|9|2|1|0
150809091|7|1|8|8|8
150809092|0|7|4|1|7
150809093|2|6|0|6|6
150809094|0|1|9|0|9
150809095|5|6|2|9|1
150809096|2|6|1|0|6
150809097|6|9|9|4|1
150809098|1|3|9|7|7
150809100|3|5|4|7|1
150809101|6|4|8|1|4
150809102|3|8|4|4|7
150809103|8|7|3|0|0
150809104|6|2|1|4|7
150809105|6|4|5|2|2
150809106|4|2|5|2|7
150809107|2|5|8|1|0
150809108|7|6|4|3|7
150809109|2|0|5|9|6
150809110|8|5|1|3|9
150809111|3|5|7|6|4
150809112|8|0|2|4|2
150809113|3|0|1|3|3
150809114|7|1|9|9|3
150809115|3|2|0|1|7
150809116|7|4|1|9|2
150809117|6|2|1|1|0
150809118|4|3|4|4|7
150809119|8|8|3|1|8
150809120|3|4|0|2|4
150810001|7|3|4|9|9
150810002|0|3|4|1|6
150810003|7|5|8|4|3
150810004|7|2|1|1|0
150810005|2|4|8|0|6
150810006|8|4|8|7|1
150810007|6|0|5|5|5
150810008|9|9|8|2|6
150810009|6|5|4|8|7
150810010|4|8|8|5|0
150810011|1|7|3|4|8
150810012|3|6|9|1|9
150810013|9|8|4|1|0
150810014|9|1|7|4|8
150810015|6|9|2|3|7
150810016|9|4|5|3|0
150810017|1|4|2|0|7
150810018|6|2|4|3|5
150810019|3|4|6|4|5
150810020|1|0|4|8|6
150810021|8|5|4|9|3
150810022|0|0|1|7|6
150810023|1|2|8|3|8
150810024|0|3|3|3|2
150810025|3|9|9|6|0
150810026|1|9|0|7|2
150810027|7|6|3|4|5
150810028|8|0|4|4|5
150810029|7|1|0|2|0
150810030|7|5|9|1|6
150810031|9|3|1|5|9
150810032|9|5|4|4|3
150810033|8|0|7|1|2
150810034|6|4|2|0|0
150810035|6|7|7|1|4
150810036|8|0|3|3|8
150810037|9|5|6|3|2
150810038|4|0|8|1|3
150810039|7|9|3|2|6
150810040|3|5|5|3|5
150810041|7|3|9|5|6
150810042|0|0|1|5|5
150810043|5|8|6|2|4
150810044|8|0|6|8|6
150810045|7|9|1|2|1
150810046|7|2|0|6|3
150810047|0|5|6|2|3
150810048|7|7|0|6|4
150810049|4|0|1|0|7
150810050|4|0|6|0|4
150810051|9|4|8|8|8
150810052|5|3|3|9|8
150810053|6|4|5|1|6
150810054|5|1|5|1|8
150810055|1|4|6|9|0
150810056|3|8|5|4|9
150810057|4|9|5|1|9
150810058|9|2|2|2|5
150810059|6|5|6|3|6
150810060|0|7|4|8|4
150810061|6|5|8|0|4
150810062|5|9|0|6|3
150810063|6|3|6|3|3
150810064|8|8|1|0|1
150810065|0|1|1|8|9
150810066|3|4|9|3|4
150810067|0|2|9|1|7
150810068|9|6|0|0|7
150810069|0|2|1|7|8
150810070|9|5|5|7|7
150810071|6|0|9|6|2
150810072|2|3|5|9|8
150810073|5|5|6|0|5
150810074|5|4|8|9|6
150810075|4|4|5|3|1
150810076|7|6|4|6|1
150810077|7|0|5|6|5
150810078|5|7|9|0|3
150810079|6|8|8|2|8
150810080|0|1|7|2|4
150810081|0|6|9|4|1
150810082|6|5|8|5|8
150810083|2|7|0|3|8
150810084|8|6|3|1|6
150810085|7|6|6|0|3
150810086|2|5|8|1|9
150810087|1|3|9|0|7
150810088|2|4|4|0|1
150810089|1|5|0|3|8
150810090|1|0|4|5|1
150810091|3|6|7|7|2
150810092|7|1|2|5|2
150810093|1|6|3|0|3
150810094|9|5|9|0|5
150810095|1|0|3|0|9
150810096|9|2|5|0|6
150810097|8|8|1|6|4
150810098|5|8|9|3|1
150810099|3|1|6|3|5
150810100|5|5|8|7|1
150810101|1|8|0|1|2
150810102|9|2|4|9|0
150810103|7|4|4|8|6
150810104|5|2|1|7|4
150810105|6|8|7|6|4
150810106|2|6|1|4|6
150810107|8|6|0|7|7
150810108|7|8|5|9|2
150810109|2|4|5|7|4
150810110|3|0|3|8|8
150810111|1|2|9|8|8
150810112|4|5|8|4|8
150810113|4|0|8|7|6
150810114|7|8|6|4|0
150810115|7|6|1|4|4
150810116|1|8|2|6|3
150810117|4|5|2|1|1
150810118|5|3|0|8|8
150810119|3|8|8|2|5
150810120|6|3|6|0|5
150811001|2|4|3|8|0
150811002|8|7|4|0|2
150811003|8|4|3|3|3
150811004|5|7|7|4|9
150811005|7|6|8|0|2
150811006|1|8|9|5|9
150811007|0|0|7|8|4
150811008|5|9|2|1|1
150811009|7|1|7|2|5
150811010|6|8|6|6|7
150811011|1|4|6|7|0
150811012|9|7|3|2|3
150811013|9|0|4|4|3
150811014|5|6|7|5|7
150811015|9|8|7|8|8
150811016|2|0|1|9|3
150811017|3|8|4|7|4
150811018|5|9|3|6|9
150811019|1|7|6|2|2
150811020|5|4|4|9|8
150811021|4|8|9|4|0
150811022|3|1|8|7|9
150811023|6|1|3|2|7
150811024|2|2|8|9|0
150811025|4|4|9|1|7
150811026|7|9|5|4|1
150811027|6|3|8|1|9
150811028|5|9|8|5|3
150811029|2|5|0|8|0
150811030|3|2|0|6|9
150811031|2|3|7|8|1
150811032|8|5|7|3|6
150811033|3|5|3|4|7
150811034|1|7|4|0|2
150811035|2|0|1|1|9
150811036|0|3|3|0|0
150811037|1|7|4|8|7
150811038|3|8|7|8|5
150811039|4|8|5|9|5
150811040|7|5|2|3|0
150811041|7|4|0|9|1
150811042|1|4|0|6|5
150811043|6|1|5|1|9
150811044|0|8|5|1|7
150811045|0|3|0|9|1
150811046|6|2|1|3|0
150811047|6|2|2|9|6
150811048|2|4|1|7|2
150811049|6|3|5|9|2
150811050|9|8|5|9|9
150811051|9|8|1|5|6
150811052|4|2|4|4|9
150811053|3|8|7|0|8
150811054|9|8|2|3|9
150811055|3|2|5|4|3
150811056|9|6|5|9|4
150811057|9|7|3|2|4
150811058|7|8|2|4|8
150811059|5|5|5|7|9
150811060|9|2|0|9|8
150811061|5|8|5|4|9
150811062|1|1|4|8|4
150811063|9|7|2|1|1
150811064|6|9|0|3|8
150811065|5|1|5|5|5
150811066|0|5|4|4|1
150811067|0|8|5|7|0
150811068|1|4|9|1|9
150811069|6|1|1|2|2
150811070|7|3|1|9|5
150811071|9|9|1|6|6
150811072|5|2|7|2|9
150811073|2|6|7|4|7
150811074|8|3|7|1|0
150811075|5|3|8|7|2
150811076|3|2|5|0|2
150811077|1|9|3|9|4
150811078|8|7|4|9|6
150811079|9|1|5|7|0
150811080|4|7|5|0|2
150811081|1|3|9|6|8
150811082|5|7|6|1|1
150811083|3|8|1|2|5
150811084|4|6|7|5|6
150811085|5|0|9|1|2
150811086|3|4|8|7|6
150811087|4|9|2|3|7
150811088|2|6|8|0|0
150811089|5|4|6|6|0
150811090|3|6|1|8|4
150811091|7|7|5|2|0
150811092|0|7|7|9|7
150811093|5|1|8|2|6
150811094|6|2|8|5|6
150811095|4|4|6|4|7
150811096|3|7|6|5|1
150811097|1|0|7|4|7
150811098|6|7|4|0|0
150811099|9|3|7|4|3
150811100|8|1|7|4|2
150811101|1|8|5|0|8
150811102|6|0|4|4|6
150811103|8|9|7|9|3
150811104|8|9|5|1|3
150811105|7|9|0|4|2
150811106|8|0|3|0|0
150811107|7|5|7|9|8
150811108|7|9|3|6|1
150811109|8|4|5|4|0
150811110|4|9|8|1|3
150811111|5|5|8|3|8
150811112|7|4|2|1|0
150811113|1|0|9|9|9
150811114|2|8|7|6|9
150811115|1|2|9|5|7
150811116|9|9|5|5|9
150811117|1|1|3|5|6
150811118|8|1|3|2|9
150811119|8|0|0|1|2
150811120|7|5|6|5|1
150812001|4|8|1|8|3
150812002|0|5|1|6|3
150812003|4|0|2|2|9
150812004|2|3|6|6|4
150812005|1|0|7|2|3
150812006|2|9|4|8|7
150812007|4|2|0|4|8
150812008|4|5|5|4|3
150812009|4|1|3|1|8
150812010|2|7|9|3|0
150812011|0|6|8|4|4
150812012|2|8|9|2|9
150812013|6|6|6|8|5
150812014|1|5|9|8|3
150812015|2|5|3|6|2
150812016|4|6|7|3|9
150812017|4|9|3|8|4
150812018|2|6|9|1|7
150812019|3|9|1|2|6
150812020|6|3|5|0|1
150812021|7|3|1|9|9
150812022|6|2|0|1|1
150812023|1|2|3|8|3
150812024|0|8|6|4|4
150812025|3|9|3|2|5
150812026|7|7|6|8|8
150812027|6|0|0|3|3
150812028|4|9|1|0|0
150812029|9|1|7|9|5
150812030|8|2|4|2|6
150812031|2|4|2|6|9
150812032|7|0|3|7|2
150812033|8|1|2|4|6
150812034|5|9|0|8|4
150812035|8|9|7|2|3
150812036|0|4|7|6|9
150812037|7|2|4|5|6
150812038|6|5|0|7|6
150812039|3|5|0|9|3
150812040|3|6|5|2|5
150812041|4|4|7|9|0
150812042|0|2|3|5|5
150812043|7|3|3|9|9
150812044|0|2|4|7|7
150812045|8|1|0|1|5
150812046|8|8|7|1|6
150812047|0|9|9|9|4
150812048|1|6|9|5|0
150812049|2|5|4|1|1
150812050|6|4|0|7|5
150812051|0|8|2|1|4
150812052|7|6|2|2|0
150812053|9|3|7|5|7
150812054|9|3|5|7|2
150812055|9|2|4|8|5
150812056|0|0|9|9|0
150812057|3|1|9|2|4
150812058|3|9|5|9|6
150812059|5|3|8|0|4
150812060|8|5|7|9|5
150812061|6|5|2|7|2
150812062|9|2|4|0|7
150812063|3|1|6|0|1
150812064|2|6|2|5|1
150812065|1|9|1|0|1
150812066|3|7|7|2|2
150812067|5|3|0|8|7
150812068|3|5|4|1|6
150812069|6|8|5|0|4
150812070|9|2|6|5|9
150812071|0|3|9|7|9
150812072|5|2|9|7|4
150812073|9|4|6|2|9
150812074|7|3|8|0|6
150812075|9|2|9|9|4
150812076|9|4|5|2|3
150812077|5|6|3|3|6
150812078|1|9|4|7|5
150812079|2|5|8|9|1
150812080|1|2|7|7|2
150812081|2|8|7|5|3
150812082|4|0|7|0|6
150812083|0|2|8|6|3
150812084|8|2|8|8|1
150812085|5|3|1|0|6
150812086|0|6|2|9|3
150812087|7|2|0|4|1
150812088|4|9|2|8|0
150812089|5|1|6|2|9
150812090|8|6|4|5|1
150812091|3|9|1|9|2
150812092|9|7|6|8|4
150812093|2|8|0|0|2
150812094|2|2|8|4|2
150812095|8|8|6|6|9
150812096|1|9|0|6|8
150812097|7|2|8|6|9
150812098|2|0|2|9|4
150812099|3|1|3|6|2
150812100|1|3|2|7|5
150812101|7|2|7|5|8
150812102|7|1|1|0|2
150812103|0|2|4|0|3
150812104|0|1|9|7|2
150812105|1|2|2|6|7
150812106|9|0|3|0|5
150812107|4|7|8|5|0
150812108|4|0|0|4|0
150812109|7|0|3|8|3
150812110|4|7|9|9|0
150812111|8|6|7|7|6
150812112|6|8|4|5|5
150812113|2|6|0|8|7
150812114|1|5|2|0|6
150812115|1|4|2|2|7
150812116|9|6|6|6|6
150812117|8|0|6|0|5
150812118|1|4|9|8|3
150812119|8|8|5|8|4
150812120|8|3|8|1|2
150813001|1|5|8|1|9
150813002|6|8|3|2|5
150813003|0|8|9|8|5
150813004|8|4|0|7|6
150813005|1|4|1|0|0
150813006|4|9|0|3|4
150813007|8|9|7|5|3
150813008|8|0|8|5|9
150813009|0|2|8|1|4
150813010|7|3|6|9|0
150813011|6|4|0|5|6
150813012|4|7|6|8|7
150813013|1|5|6|4|2
150813014|9|4|2|4|1
150813015|2|6|6|3|9
150813016|4|5|4|9|7
150813017|5|8|6|4|6
150813018|3|1|0|7|7
150813019|3|8|6|3|8
150813020|3|3|7|7|9
150813021|3|2|2|9|0
150813022|9|4|5|6|4
150813023|6|8|5|7|1
150813024|6|0|1|9|8
150813025|1|9|6|1|6
150813026|4|3|8|5|4
150813027|5|0|2|7|7
150813028|1|5|8|0|7
150813029|2|1|4|7|5
150813030|2|6|0|9|4
150813031|3|0|6|6|3
150813032|2|6|7|1|3
150813033|2|3|4|2|3
150813034|8|6|4|5|2
150813035|0|5|8|3|4
150813036|4|8|1|2|0
150813037|1|6|4|8|2
150813038|5|7|3|0|6
150813039|8|5|6|6|3
150813040|9|2|2|2|9
150813041|5|5|1|4|9
150813042|8|8|1|0|0
150813043|3|9|5|7|0
150813044|5|5|4|1|2
150813045|5|8|1|6|9
150813046|8|0|5|6|1
150813047|9|4|4|0|5
150813048|3|3|9|1|2
150813049|9|1|8|8|1
150813050|4|9|3|6|8
150813051|8|6|7|1|1
150813052|2|6|2|9|8
150813053|5|8|9|6|8
150813054|4|7|7|4|6
150813055|8|2|8|6|1
150813056|9|3|2|4|2
150813057|6|3|1|5|5
150813058|9|5|7|4|7
150813059|1|3|6|6|9
150813060|1|3|5|5|6
150813061|3|9|2|0|1
150813062|3|9|9|7|4
150813063|1|0|5|7|0
150813064|5|0|8|5|5
150813065|2|9|4|5|6
150813066|0|9|5|1|6
150813067|5|0|8|5|3
150813068|5|4|4|0|8
150813069|5|7|0|7|1
150813070|8|7|7|3|6
150813071|8|6|7|5|0
150813072|2|3|5|5|2
150813073|2|0|7|8|4
150813074|0|1|1|0|3
150813075|5|3|5|7|0
150813076|5|2|0|2|3
150813077|1|9|5|3|3
150813078|2|5|7|0|3
150813079|3|7|2|1|3
150813080|0|0|6|5|3
150813081|0|4|2|2|4
150813082|0|1|7|5|6
150813083|2|2|1|1|6
150813084|1|8|6|7|8
150813085|5|9|9|3|1
150813086|5|5|4|9|9
150813087|4|1|2|4|8
150813088|9|5|6|0|4
150813089|4|0|3|6|9
150813090|4|1|5|5|7
150813091|2|8|9|4|5
150813092|9|7|7|0|0
150813093|4|2|9|2|9
150813094|2|9|4|7|8
150813095|7|9|4|0|6
150813096|1|0|2|2|4
150813097|6|5|6|0|6
150813098|2|0|8|6|1
150813099|4|1|9|8|4
150813100|8|7|2|7|9
150813101|6|2|0|0|7
150813102|2|6|2|8|0
150813103|6|1|8|0|7
150813104|0|0|9|5|5
150813105|5|0|9|6|3
150813106|8|5|7|5|6
150813107|2|8|3|8|8
150813108|9|7|8|4|7
150813109|2|6|5|4|4
150813110|0|4|7|3|6
150813111|7|1|8|2|8
150813112|8|5|3|2|7
150813113|6|7|4|9|6
150813114|5|4|8|1|9
150813115|2|1|1|0|4
150813116|0|7|8|8|6
150813117|1|1|8|9|4
150813118|3|4|9|7|9
150813119|2|2|6|0|7
150813120|5|1|4|5|5
150814001|5|4|9|9|7
150814002|7|3|9|3|7
150814003|4|4|5|9|2
150814004|7|7|3|7|6
150814005|7|5|2|0|2
150814006|3|0|2|7|7
150814007|3|4|3|0|2
150814008|3|6|5|8|3
150814009|7|7|0|8|8
150814010|7|9|2|9|3
150814011|7|6|5|2|2
150814012|4|4|2|0|6
150814013|9|5|3|6|9
150814014|7|7|5|0|1
150814015|5|1|5|4|0
150814016|1|4|5|1|2
150814017|9|0|9|8|2
150814018|8|5|9|2|0
150814019|6|5|0|3|2
150814020|8|1|2|8|0
150814021|3|9|1|1|6
150814022|7|3|5|7|4
150814023|3|5|7|1|3
150814024|5|3|0|9|1
150814025|8|8|8|4|8
150814026|8|0|4|9|1
150814027|2|6|4|4|4
150814028|8|5|4|5|5
150814029|7|5|0|0|4
150814030|7|2|2|8|3
150814031|8|9|0|8|0
150814032|3|3|7|8|3
150814033|4|7|2|0|4
150814034|2|2|2|8|4
150814035|2|1|2|1|3
150814036|1|2|0|3|8
150814037|9|2|2|7|5
150814038|8|1|1|6|7
150814039|5|2|6|9|4
150814040|1|0|5|0|4
150814041|8|7|8|9|3
150814042|4|3|4|1|4
150814043|5|3|9|6|1
150814044|5|4|1|8|0
150814045|0|6|2|4|3
150814046|5|9|5|6|1
150814047|6|9|5|8|2
150814048|1|9|2|7|0
150814049|1|2|3|3|6
150814050|6|1|5|6|2
150814051|0|8|4|0|8
150814052|9|2|5|0|7
150814053|0|5|3|3|8
150814054|4|5|0|1|2
150814055|2|9|9|6|3
150814056|5|0|6|6|5
150814057|4|8|0|7|5
150814058|3|4|3|5|8
150814059|2|8|5|4|0
150814060|3|9|9|0|3
150814061|4|9|2|1|4
150814062|1|4|7|1|7
150814063|2|6|7|7|5
150814064|5|9|6|8|8
150814065|4|9|1|0|5
150814066|6|2|3|1|7
150814067|7|0|9|0|6
150814068|2|8|4|1|0
150814069|4|1|0|9|1
150814070|7|4|7|8|3
150814071|7|2|5|1|9
150814072|3|6|7|6|6
150814073|7|6|5|6|6
150814074|5|4|1|9|4
150814075|2|5|2|5|8
150814076|4|4|4|2|0
150814077|8|8|6|1|8
150814078|7|4|3|7|2
150814079|0|6|1|1|6
150814080|3|0|8|8|4
150814081|9|9|6|3|7
150814082|8|3|6|4|7
150814083|8|8|0|8|4
150814084|3|9|2|3|0
150814085|2|6|7|3|8
150814086|3|1|3|6|4
150814087|8|4|1|9|3
150814088|0|2|4|5|8
150814089|4|0|3|2|0
150814090|0|8|4|6|6
150814091|8|8|0|2|2
150814092|9|7|5|2|1
150814093|1|6|8|5|3
150814094|8|0|3|3|8
150814095|4|9|7|3|1
150814096|5|8|8|9|1
150814097|2|9|1|8|6
150814098|2|3|9|7|7
150814099|7|9|3|8|8
150814100|9|6|8|6|0
150814101|7|8|6|6|6
150814102|3|3|9|0|5
150814103|6|9|5|2|3
150814104|2|5|6|3|9
150814105|4|9|4|4|9
150814106|6|7|2|2|2
150814107|0|9|2|0|5
150814108|5|9|1|6|2
150814109|0|9|0|4|7
150814110|1|6|0|9|2
150814111|4|2|1|6|4
150814112|0|3|7|3|7
150814113|1|2|1|1|4
150814114|1|8|8|0|7
150814115|3|0|4|3|8
150814116|1|9|3|3|1
150814117|0|2|4|8|7
150814118|1|3|8|5|1
150814119|3|0|1|3|3
150814120|4|6|4|9|4
150815001|1|9|0|7|3
150815002|5|2|3|6|5
150815003|8|4|9|7|3
150815004|1|4|7|5|3
150815005|9|6|9|5|7
150815006|6|2|8|1|1
150815007|2|3|5|6|0
150815008|3|7|4|5|4
150815009|9|9|7|9|9
150815010|1|7|3|8|5
150815011|1|3|5|0|0
150815012|5|9|4|4|8
150815013|2|5|6|3|7
150815014|8|8|6|5|5
150815015|9|9|6|1|8
150815016|2|3|7|2|9
150815017|5|0|9|1|7
150815018|8|1|0|2|2
150815019|6|5|7|8|3
150815020|3|5|9|9|8
150815021|8|4|4|3|2
150815022|0|9|7|2|9
150815023|7|1|4|3|6
150815024|6|9|8|8|6
150815025|3|5|1|2|8
150815026|2|7|4|0|8
150815027|9|1|4|1|9
150815028|6|7|0|8|1
150815029|8|9|9|6|3
150815030|8|6|1|0|4
150815031|7|7|8|6|8
150815032|6|7|7|2|8
150815033|3|9|8|3|3
150815034|1|2|5|3|6
150815035|6|2|9|9|9
150815036|2|0|4|8|3
150815037|9|3|5|0|2
150815038|5|8|5|1|6
150815039|5|0|9|1|0
150815040|2|9|4|2|7
150815041|4|1|7|8|8
150815042|1|3|8|8|3
150815043|0|6|3|4|5
150815044|9|2|1|5|2
150815045|9|9|4|9|7
150815046|4|9|7|0|1
150815047|3|8|2|4|0
150815048|5|9|5|9|8
150815049|7|5|2|2|0
150815050|6|1|2|1|0
150815051|4|8|7|2|1
150815052|6|9|6|9|8
150815053|3|7|2|3|2
150815054|2|6|9|5|8
150815055|4|5|1|4|1
150815056|1|0|1|1|2
150815057|7|7|7|7|1
150815058|1|0|6|4|2
150815059|1|9|1|9|2
150815060|3|7|2|2|1
150815061|8|5|1|0|9
150815062|0|2|1|0|3
150815063|0|7|0|2|3
150815064|4|7|6|6|5
150815065|2|9|9|6|6
150815066|0|1|7|9|5
150815067|0|5|0|2|4
150815068|1|8|9|3|4
150815069|8|1|4|0|8
150815070|1|6|6|5|5
150815071|0|1|7|3|2
150815072|8|3|7|1|4
150815073|1|6|4|0|9
150815074|9|5|5|7|9
150815075|8|3|2|4|1
150815076|9|5|4|5|4
150815077|6|9|7|5|5
150815078|8|7|1|2|9
150815079|0|6|4|4|8
150815080|1|6|4|6|9
150815081|2|6|7|1|4
150815082|8|7|9|6|4
150815083|4|2|7|8|8
150815084|2|4|0|6|4
150815085|4|7|1|5|6
150815086|6|4|5|9|8
150815087|2|0|5|4|3
150815088|9|1|3|0|5
150815089|4|5|8|7|7
150815090|4|9|4|5|8
150815091|9|5|3|1|9
150815092|3|0|9|4|1
150815093|4|4|6|3|4
150815094|3|0|5|1|9
150815095|6|0|4|9|0
150815096|8|0|0|4|1
150815097|7|7|7|8|6
150815098|0|9|2|5|2
150815099|4|5|1|7|7
150815100|5|1|9|1|9
150815101|3|1|9|0|3
150815102|8|6|5|6|3
150815103|9|3|1|1|2
150815104|0|2|0|2|1
150815105|3|7|0|2|8
150815106|0|5|2|3|8
150815107|6|0|5|7|3
150815108|1|4|7|4|2
150815109|2|1|6|7|4
150815110|8|8|3|1|2
150815111|2|8|8|6|1
150815112|4|5|2|7|6
150815113|3|3|5|6|6
150815114|3|6|7|2|6
150815115|1|1|9|5|9
150815116|0|1|6|2|2
150815117|4|9|1|1|8
150815118|2|6|9|3|0
150815119|4|5|5|9|2
150815120|0|7|5|3|9
150816001|2|4|6|8|6
150816002|2|7|5|9|6
150816003|9|2|4|0|4
150816004|8|7|6|4|3
150816005|5|7|1|9|5
150816006|4|0|7|1|7
150816007|9|4|6|0|7
150816008|8|1|6|2|1
150816009|2|3|8|9|3
150816010|9|3|5|1|7
150816011|6|7|4|7|9
150816012|6|4|8|6|0
150816013|1|1|5|0|3
150816014|1|6|0|0|2
150816015|1|2|9|6|6
150816016|0|9|8|1|6
150816017|6|5|5|9|5
150816018|3|6|1|6|0
150816019|1|7|1|2|7
150816020|4|1|0|9|5
150816021|5|8|4|8|4
150816022|7|7|0|3|1
150816023|7|2|7|1|4
150816024|9|5|0|7|9
150816025|8|0|0|3|7
150816026|7|9|4|4|5
150816027|7|3|0|6|0
150816028|6|5|6|8|5
150816029|3|6|0|4|4
150816030|0|7|1|5|9
150816031|9|7|1|9|5
150816032|7|5|5|0|3
150816033|9|4|2|5|6
150816034|7|1|7|5|9
150816035|2|6|5|8|1
150816036|9|6|0|1|8
150816037|7|7|0|4|1
150816038|9|2|4|0|3
150816039|3|6|2|9|2
150816040|8|9|3|9|1
150816041|9|5|7|4|9
150816042|2|8|0|3|6
150816043|1|4|2|5|7
150816044|0|8|6|1|7
150816045|1|1|9|4|8
150816046|7|0|6|3|4
150816047|7|3|8|5|7
150816048|1|4|8|2|0
150816049|8|5|7|1|4
150816050|6|4|0|2|8
150816051|5|0|4|1|0
150816052|6|4|0|6|3
150816053|1|2|7|0|0
150816054|5|5|7|5|7
150816055|7|5|9|4|2
150816056|5|6|2|4|1
150816057|8|0|9|8|4
150816058|7|8|2|8|7
150816059|7|9|2|2|5
150816060|7|2|5|1|8
150816061|4|7|4|2|4
150816062|5|6|2|9|3
150816063|5|6|2|2|3
150816064|9|7|5|7|8
150816065|7|3|1|4|3
150816066|8|0|4|1|0
150816067|8|4|3|1|1
150816068|7|5|9|5|4
150816069|1|8|4|2|6
150816070|4|4|0|8|7
150816071|4|5|8|9|4
150816072|9|1|7|5|3
150816073|9|8|4|9|5
150816074|1|0|8|8|1
150816075|3|5|1|7|3
150816076|9|5|4|1|5
150816077|5|2|0|5|9
150816078|5|8|9|6|1
150816079|0|3|6|2|0
150816080|8|2|3|8|6
150816081|4|1|9|7|5
150816082|2|3|9|8|4
150816083|9|7|4|1|2
150816084|4|4|1|3|9
150816085|7|5|8|1|7
150816086|0|5|3|8|7
150816087|4|7|2|5|3
150816088|2|1|7|6|6
150816089|1|7|6|5|1
150816090|1|1|2|9|3
150816091|8|2|4|7|7
150816092|6|3|1|4|7
150816093|7|1|3|6|1
150816094|3|1|4|3|0
150816095|6|7|0|2|6
150816096|6|1|3|4|1
150816097|2|0|1|0|8
150816098|9|5|8|2|2
150816099|7|7|1|7|5
150816100|6|8|7|4|2
150816101|8|4|3|8|3
150816102|6|2|6|4|5
150816103|6|2|4|6|6
150816104|7|4|8|0|6
150816105|5|1|5|2|7
150816106|6|1|9|9|3
150816107|4|5|3|2|4
150816108|5|3|8|2|1
150816109|4|6|9|3|9
150816110|3|1|1|5|2
150816111|1|0|9|0|9
150816112|8|0|6|8|9
150816113|8|4|2|8|9
150816114|1|5|9|9|3
150816115|8|1|0|6|7
150816116|5|9|4|7|4
150816117|0|0|3|5|0
150816118|6|3|3|7|0
150816119|5|3|3|6|7
150816120|2|6|0|1|2
150817001|4|1|7|4|6
150817002|8|5|2|1|3
150817003|4|0|1|2|4
150817004|6|6|4|6|3
150817005|6|4|5|1|2
150817006|5|1|0|0|0
150817007|0|7|1|0|3
150817008|5|2|4|3|8
150817009|0|6|9|2|2
150817010|4|4|8|7|0
150817011|1|9|9|9|3
150817012|3|7|2|5|2
150817013|5|7|7|4|0
150817014|4|5|4|3|7
150817015|2|2|9|2|2
150817016|9|3|4|0|6
150817017|3|2|2|5|4
150817018|4|1|5|5|8
150817019|1|4|0|0|9
150817020|7|8|1|7|2
150817021|6|0|9|7|2
150817022|5|2|1|2|0
150817023|9|0|3|4|7
150817024|1|3|7|0|9
150817025|0|8|1|3|7
150817026|8|7|6|7|7
150817027|9|0|6|6|1
150817028|5|1|2|5|0
150817029|8|2|7|5|2
150817030|2|0|7|2|7
150817031|5|3|2|7|2
150817032|8|2|5|8|2
150817033|7|6|2|1|3
150817034|9|7|1|4|3
150817035|0|9|2|1|4
150817036|2|7|7|1|6
150817037|6|5|4|5|2
150817038|2|5|9|8|2
150817039|6|6|0|2|7
150817040|6|2|5|0|0
150817041|8|0|3|0|1
150817042|4|6|6|1|2
150817043|7|7|8|2|2
150817044|8|5|9|6|7
150817045|4|6|4|5|0
150817046|7|9|1|0|3
150817047|6|4|0|9|4
150817048|1|3|9|8|2
150817049|0|7|4|9|3
150817050|2|1|5|2|9
150817051|2|5|2|1|8
150817052|6|8|8|2|5
150817053|6|6|2|9|3
150817054|8|6|7|7|6
150817055|4|4|9|3|4
150817056|0|5|5|2|7
150817057|2|5|7|5|6
150817058|8|1|1|1|0
150817059|6|9|8|8|3
150817060|2|4|0|1|0
150817061|2|4|3|2|1
150817062|1|6|2|4|0
150817063|3|5|9|9|5
150817064|6|9|0|0|4
150817065|7|0|4|4|9
150817066|0|6|0|1|6
150817067|8|1|5|7|7
150817068|7|4|4|6|9
150817069|7|9|4|6|6
150817070|0|0|7|4|8
150817071|6|8|5|4|0
150817072|3|4|0|0|8
150817073|6|8|5|6|9
150817074|4|3|1|6|0
150817075|5|0|0|6|9
150817076|8|9|4|5|0
150817077|5|0|1|4|7
150817078|0|5|2|4|2
150817079|2|5|6|5|5
150817080|0|3|1|6|3
150817081|7|0|4|3|5
150817082|7|6|9|5|8
150817083|9|8|7|5|2
150817084|2|5|4|7|1
150817085|9|6|9|9|4
150817086|3|2|4|7|9
150817087|6|5|3|9|3
150817088|6|8|2|5|9
150817089|3|7|7|0|6
150817090|2|1|2|6|7
150817091|5|9|9|9|9
150817092|9|5|4|2|6
150817093|2|2|2|0|1
150817094|2|1|1|2|2
150817095|3|8|4|9|9
150817096|8|2|1|1|0
150817097|5|5|9|0|7
150817098|0|7|8|5|9
150817099|4|1|4|4|0
150817100|6|7|1|5|3
150817101|8|8|9|0|7
150817102|7|4|9|0|1
150817103|8|1|4|8|7
150817104|5|0|1|1|0
